Quotation Expecting Day,Customer Name,Part Number,Product Name,Product Category,Quantity
2025-05-05,R.D.H.S - Mullaitivu,OSR6112,TBIL (TOTAL BILIRUBIN) REAGENT,BIOCHEMISTRY,1.0
2025-05-05,R.D.H.S - Mullaitivu,OSR6211,DIRECT BILIRUBIN- R1 4X20 ML- R2 4X20 ML,BIOCHEMISTRY,1.0
2025-05-05,R.D.H.S - Mullaitivu,OSR6102,ALB (ALBUMIN) REAGENT- 4 X 29 ML,BIOCHEMISTRY,1.0
2025-05-05,R.D.H.S - Mullaitivu,OSR6132,TP (TOTAL PROTEIN) REAGENT- 4 X 25 ML & 4 X 25 ML,BIOCHEMISTRY,1.0
2025-05-07,Lady Ridgeway Hospital,9757600,FACTOR DILUENT 100ML,COAGULATION,5.0
2025-05-07,Lady Ridgeway Hospital,9831700,CLEANING SOLUTION 500ML,COAGULATION,5.0
2025-05-07,Lady Ridgeway Hospital,0009832700,CRITICAL CARE/HEMOSIL CLEANING AGENT 80ML,COAGULATION,10.0
2025-05-07,Lady Ridgeway Hospital,6800000,ROTORS SET (4x25 ROTORS),COAGULATION,10.0
2025-05-09,Teaching Hospital - Colombo North,20002400,EMULSION WASH-R ACL 9000-1L,COAGULATION,36.0
2025-05-09,Teaching Hospital - Colombo North,6800000,ROTORS SET (4x25 ROTORS),COAGULATION,10.0
2025-05-09,Teaching Hospital - Colombo North,9831700,CLEANING SOLUTION 500ML,COAGULATION,4.0
2025-05-09,Teaching Hospital - Colombo North,0009832700,CRITICAL CARE/HEMOSIL CLEANING AGENT 80ML,COAGULATION,1.0
2025-05-09,Teaching Hospital - Colombo North,00018200338,AIR FILTER ASSY PKG,IL SPARES,1.0
2025-05-09,Teaching Hospital - Colombo North,00018110834,"ASSY,PELTIER,ACL 9000",IL SPARES,1.0
2025-05-19,District General Hospital - Monaragala,OSR6287,HDL-CHOLESTEROL R14X51.3 R2 4X17.1 ML,BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,2.0
2025-05-19,District General Hospital - Monaragala,OSR6120,"GGT R1 4x40 ML,R2 4x40 ML",BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,OSR6211,DIRECT BILIRUBIN- R1 4X20 ML- R2 4X20 ML,BIOCHEMISTRY,2.0
2025-05-19,District General Hospital - Monaragala,OSR6202,ALB(ALBUMIN)REAGENT 4X54ML,BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,OSR61117,CALCIUM ARSENAZO- R1 4 X 29 ML,BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,12.0
2025-05-19,District General Hospital - Monaragala,OSR6204,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,OSR6178,CREATININE- R1 4 X 51 ML- R2 4 X 51 ML,BIOCHEMISTRY,6.0
2025-05-19,District General Hospital - Monaragala,OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,5.0
2025-05-19,District General Hospital - Monaragala,OSR6209,AST (ASPARTATE AMINOTRANSFERASE) REAGENT(R1 4X50ML R2 4X50ML),BIOCHEMISTRY,1.0
2025-05-19,District General Hospital - Monaragala,ODC0014,ITA CONTROL SERUM 1- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,20011800,FACTOR VIII DEF PLASMA HEMOSIL 10XML,COAGULATION,15.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,20011900,FACTOR IX DEF PLASMA HEMOSIL 10X1ML,COAGULATION,9.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,00020011300,FACTOR XI DEFCIENT PLASMA,COAGULATION,1.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,20301500,LAC SCREEN  10X2ML,COAGULATION,10.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,20301600,LAC CONFIRM  10x2ML,COAGULATION,12.0
2025-05-19,State Pharmaceuticals Corporation -Colombo,20003700,CALIBRATION PLASMA HEMOSIL 10X1ML,COAGULATION,12.0
2025-05-09,Base Hospital - Avissawella,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,4.0
nan,R.D.H.S - Monaragala,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-05-20,Dr. Neville Fernando Teaching Hospital (NFTH),OSR61205,UIBC,BIOCHEMISTRY,1.0
2025-06-03,National Hospital for Respiratory Diseases,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,3.0
2025-05-22,Durdans Hospital,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,1.0
2025-05-22,Base Hospital - Diyatalawa,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,5.0
2025-05-22,Base Hospital - Dambulla,24315089,GEM 3K BG/ISE/GL150 TEST IQM CARTRIDGE,BLOODGAS & ELECTROLYTE,2.0
2025-05-26,Teaching Hospital - Karapitiya,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,1.0
2025-05-27,District General Hospital - Matara,B38858,URINE CSF ALBUMIN,BIOCHEMISTRY,8.0
2025-05-27,District General Hospital - Matara,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,25.0
2025-05-27,Dr. Neville Fernando Teaching Hospital (NFTH),66300,SYSTEM CALIBRATOR- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-05-28,Teaching Hospital - Kurunagala,A36920,"Thyroglobulin Antibody II Calibrators (S0-S5), Access®, 1 set, S0 - 4.0 mL; S1-S5 - 2.5 Ml",IMMUNOLOGY,1.0
2025-05-28,Teaching Hospital - Kurunagala,A32898,"Thyroglobulin Antibody II, Access®, 2 x 50 tests",IMMUNOLOGY,2.0
2025-05-28,Teaching Hospital - Karapitiya,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-05-28,Teaching Hospital - Karapitiya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,4.0
2025-05-30,Teaching Hospital - Kurunagala,00020003310,HIGH ABNORMAL CONTROL ASSAYED,COAGULATION,18.0
2025-05-30,Teaching Hospital - Kurunagala,20301500,LAC SCREEN  10X2ML,COAGULATION,2.0
2025-05-30,Teaching Hospital - Kurunagala,6800000,ROTORS SET (4x25 ROTORS),COAGULATION,25.0
2025-05-30,Teaching Hospital - Kurunagala,20007400,APTT RGT SYNTHAFAX HEMOSIL,COAGULATION,5.0
2025-05-30,Teaching Hospital - Kurunagala,8469810,PT RGT PT-FIBRINOGEN HS PLUS 5+5X8ML,COAGULATION,5.0
2025-05-30,Teaching Hospital - Kurunagala,20006800,APTT RGT SYNTHASIL HEMOSIL,COAGULATION,1.0
2025-05-30,Teaching Hospital - Kurunagala,00020301100,FIBRINOGEN-CLAUSS KIT HEMOSIL 10X2ML,COAGULATION,4.0
2025-05-30,Teaching Hospital - Kurunagala,9758515,THROMBIN TIME KIT 90-370 TEST,COAGULATION,4.0
2025-05-30,Teaching Hospital - Kurunagala,20011800,FACTOR VIII DEF PLASMA HEMOSIL 10XML,COAGULATION,10.0
2025-05-30,Teaching Hospital - Kurunagala,20011900,FACTOR IX DEF PLASMA HEMOSIL 10X1ML,COAGULATION,10.0
2025-05-30,Teaching Hospital - Kurunagala,00020003110,NORMAL CONTROL ASSAYED 10X1ML,COAGULATION,18.0
2025-05-30,Teaching Hospital - Kurunagala,20002400,EMULSION WASH-R ACL 9000-1L,COAGULATION,50.0
2025-05-30,Teaching Hospital - Kurunagala,20301600,LAC CONFIRM  10x2ML,COAGULATION,2.0
2025-05-30,Teaching Hospital - Kurunagala,20003700,CALIBRATION PLASMA HEMOSIL 10X1ML,COAGULATION,10.0
2025-05-30,Teaching Hospital - Kurunagala,9831700,CLEANING SOLUTION 500ML,COAGULATION,6.0
2025-05-30,Teaching Hospital - Kurunagala,9757600,FACTOR DILUENT 100ML,COAGULATION,2.0
2025-05-30,Teaching Hospital - Kurunagala,00006799200,SAMPLE CUPS 0.5ML (1000/PK),COAGULATION,2.0
2025-06-03,Teaching Hospital - Peradeniya,33530,PROLACTIN- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,1.0
2025-06-03,Teaching Hospital - Peradeniya,33550,PROGESTERONE- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,1.0
2025-06-03,Teaching Hospital - Peradeniya,33560,TESTOSTERONE- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,1.0
2025-06-03,Teaching Hospital - Peradeniya,A16792,WASH BUFFER II- ACCESS®- 4 BOTTLES- 1.9 L/BOTTLE,IMMUNOLOGY,10.0
2025-06-03,Teaching Hospital - Peradeniya,81901,REACTION/ALIQUOT VESSEL CARTRIDGES-1 BOX,IMMUNOLOGY,6.0
2025-06-03,Teaching Hospital - Peradeniya,81906,SUBSTRATE- ACCESS®- 4 BOTTLES- 130 ML/BOTTLE,IMMUNOLOGY,3.0
2025-06-03,Teaching Hospital - Peradeniya,386357,OV MONITOR 2X50 TESTS,IMMUNOLOGY,1.0
2025-08-04,General Hospital (Teaching) Kandy,9758515,"THROMBIN TIME KIT 90-370 TEST(1X9ML,4X2,5,8 ML)",COAGULATION,1.0
2025-08-04,General Hospital (Teaching) Kandy,00020301100,FIBRINOGEN-CLAUSS KIT HEMOSIL 10X2ML,COAGULATION,1.0
2025-08-04,General Hospital (Teaching) Kandy,20002400,EMULSION WASH-R ACL 9000-1L,COAGULATION,36.0
2025-08-04,General Hospital (Teaching) Kandy,0009832700,CRITICAL CARE/HEMOSIL CLEANING AGENT 80ML,COAGULATION,1.0
2025-08-04,General Hospital (Teaching) Kandy,00020008700,FACTOR V LEIDEN [APC RV] HEMOSIL,COAGULATION,1.0
2025-08-04,General Hospital (Teaching) Kandy,20002500,LIQUID ANTITHROMBIN,COAGULATION,2.0
2025-08-04,General Hospital (Teaching) Kandy,9831700,CLEANING SOLUTION 500ML,COAGULATION,2.0
2025-08-04,General Hospital (Teaching) Kandy,20002700,FREE PROTEIN S 75 TESTS,IL-COAGULATION-REAGENT-CSD,2.0
2025-08-04,General Hospital (Teaching) Kandy,20300500,PROTEIN C HEMOSIL,COAGULATION,2.0
2025-08-04,General Hospital (Teaching) Kandy,20006800,APTT RGT SYNTHASIL HEMOSIL,COAGULATION,12.0
2025-08-04,General Hospital (Teaching) Kandy,6800000,ROTORS SET (4x25 ROTORS),COAGULATION,18.0
2025-06-05,Teaching Hospital - Peradeniya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,24.0
2025-06-09,Teaching Hospital - Peradeniya,OSR60118,TRIG (TRIGLYCERIDES) REAGENT- 4 X 20 ML & 4 X 5 ML,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6221,GLUCOSE- R1 4 X 53 ML- R2 4 X 27 ML,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,OSR61205,UIBC,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,66319,ISE MID STANDARD- 4 X 2000 ML,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,ODC0028,RF LATEX CALIBRATOR (LEVEL 1-5) 1X1 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6128,LDH- R1 4 X 40 ML- R2 4 X 20 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,66300,SYSTEM CALIBRATOR- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6112,TBIL (TOTAL BILIRUBIN) REAGENT,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6132,TP (TOTAL PROTEIN) REAGENT- 4 X 25 ML & 4 X 25 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR61105,RF LATEX- R1 4 X 24 ML- R2 4 X 8 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6186,IRON- R1 4 X 15 ML- R2 4 X 15 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6134,UREA- R1 4 X 25 ML- R2 4 X 25 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6116,CHOLESTEROL 4 X 22.5 ML R1,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,OSR61204,CREATININE (ENZYMATIC) R1 4X45ML R2 4X15ML,BIOCHEMISTRY,6.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6287,HDL-CHOLESTEROL R14X51.3 R2 4X17.1 ML,BIOCHEMISTRY,2.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,4.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6106,AMYLASE REAGENT- 4 X 40 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,OSR6198,URIC ACID REAGENT- 4 X 30 ML & 4 X 12.5 ML,BIOCHEMISTRY,1.0
2025-06-09,Teaching Hospital - Peradeniya,66320,ISE BUFFER- 4 X 2000 ML,BIOCHEMISTRY,1.0
2025-06-11,Teaching Hospital - Kurunagala,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,5.0
2025-06-12,General Hospital - Kalutara,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,1.0
2025-06-12,Lady Ridgeway Hospital,8469810,PT RGT PT-FIBRINOGEN HS PLUS 5+5X8ML,COAGULATION,30.0
2025-06-12,Lady Ridgeway Hospital,20006800,APTT RGT SYNTHASIL HEMOSIL,COAGULATION,12.0
2025-05-07,New District General Hospital - Kaburugamuwa,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,1.0
2025-05-07,New District General Hospital - Kaburugamuwa,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-06-16,R.D.H.S - Kalutara,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,8.0
2025-06-16,R.D.H.S - Kalutara,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,3.0
2025-06-16,R.D.H.S - Kalutara,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,8.0
2025-06-16,R.D.H.S - Kalutara,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-06-16,General Hospital - Kalutara,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-06-16,General Hospital - Kalutara,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,4.0
2025-06-11,Base Hospital - Akkaraipattu,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-06-11,Base Hospital - Akkaraipattu,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,2.0
2025-06-16,Dr. Neville Fernando Teaching Hospital (NFTH),66318,ISE REFERENCE- 4 X 1000 ML,BIOCHEMISTRY,1.0
2025-06-15,District General Hospital - Embilipitiya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-06-15,District General Hospital - Embilipitiya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-06-17,General Hospital (Teaching) Jaffna,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,4.0
2025-06-17,General Hospital (Teaching) Jaffna,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-06-17,General Hospital (Teaching) Jaffna,24330089,GEM 3K BG/ISE/GL 300 TEST IQM CARTRIDGE,BLOODGAS & ELECTROLYTE,4.0
2025-06-17,General Hospital (Teaching) Jaffna,8217000,HEPARIN CAPILLARIES (REF 105107),BLOODGAS & ELECTROLYTE,2.0
2025-06-19,R.D.H.S - Gampaha,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,17.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR61205,UIBC,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6170,URINARY/CSF PROTEIN- R1 4X19 ML- CALIBRATOR 1X3 ML,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,90.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6179,CK (NAC)- R1-1 4X22 ML- R1-2 4X4 ML- R2 4X6 ML,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,B38858,URINE CSF ALBUMIN,BIOCHEMISTRY,4.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6128,LDH- R1 4 X 40 ML- R2 4 X 20 ML,BIOCHEMISTRY,4.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6189,MAGNESIUM- R1 4 X 40 ML,BIOCHEMISTRY,10.0
2025-06-23,Teaching Hospital - Anuradhapura,00006799200,SAMPLE CUPS 0.5ML (1000/PK),COAGULATION,1.0
2025-06-23,Teaching Hospital - Anuradhapura,MU919700,REFERENCE ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,MU919600,CL ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6212,TBIL (TOTAL BILIRUBIN) REA- 4 X 40 ML & 4 X 40 ML,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,MU919500,K ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,MU919400,NA ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6232,TP (TOTAL PROTEIN) REAGENT- 4 X 48 ML & 4 X 48 ML,BIOCHEMISTRY,1.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6104,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6187,HDL-CHOLESTEROL- R1 4X27 ML- R2 4X9 ML,BIOCHEMISTRY,20.0
2025-06-23,Teaching Hospital - Anuradhapura,66319,ISE MID STANDARD- 4 X 2000 ML,BIOCHEMISTRY,20.0
2025-06-23,Teaching Hospital - Anuradhapura,66320,ISE BUFFER- 4 X 2000 ML,BIOCHEMISTRY,23.0
2025-06-23,Teaching Hospital - Anuradhapura,66318,ISE REFERENCE- 4 X 1000 ML,BIOCHEMISTRY,13.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6234,UREA- R1 4 X 53 ML- R2 4 X 53 ML,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6178,CREATININE- R1 4 X 51 ML- R2 4 X 51 ML,BIOCHEMISTRY,40.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR60117,CALCIUM ARSENAZO- R1 4 X 15 ML,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6182,AMYLASE,BIOCHEMISTRY,3.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,18.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6102,ALB (ALBUMIN) REAGENT- 4 X 29 ML,BIOCHEMISTRY,15.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,3.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6222,INORGANIC PHOSPHOROUS- R1 4X40 ML- R2 4X40 ML,BIOCHEMISTRY,2.0
2025-06-23,Teaching Hospital - Anuradhapura,OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,3.0
2025-06-25,National Hospital of Sri Lanka,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,20.0
2025-06-25,National Hospital of Sri Lanka,ODR3033,D-DIMER CALIBRATOR,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,B64606,URINE CALIBRATOR,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODR3021,SERUM PROTEIN MULTI CALIBRATOR (LEVEL 1-6) 1X2 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0028,RF LATEX CALIBRATOR (LEVEL 1-5) 1X1 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0016,ITA CONTROL SERUM 3- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0015,ITA CONTROL SERUM 2- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0014,ITA CONTROL SERUM 1- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0011,HDL-CHOLESTEROL CALIBRATOR- 2 X 3 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,66313,ISE NA+/K+ SELECTIVITY CHECK- 2 X 25 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,MU919600,CL ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,2.0
2025-06-25,National Hospital of Sri Lanka,OSR61105,RF LATEX- R1 4 X 24 ML- R2 4 X 8 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,OSR6198,URIC ACID REAGENT- 4 X 30 ML & 4 X 12.5 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,OSR6211,DIRECT BILIRUBIN- R1 4X20 ML- R2 4X20 ML,BIOCHEMISTRY,4.0
2025-06-25,National Hospital of Sri Lanka,OSR60135,D-DIMER REAGENT,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,OSR6170,URINARY/CSF PROTEIN- R1 4X19 ML- CALIBRATOR 1X3 ML,BIOCHEMISTRY,6.0
2025-06-25,National Hospital of Sri Lanka,OSR61205,UIBC,BIOCHEMISTRY,2.0
2025-06-25,National Hospital of Sri Lanka,OSR6122,INORGANIC PHOSPHOROUS- R1 4X15 ML- R2 4X15 ML,BIOCHEMISTRY,1.0
2025-06-25,National Hospital of Sri Lanka,ODC0029,D-DIMER CONTROL,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,ODC0011,HDL-CHOLESTEROL CALIBRATOR- 2 X 3 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6187,HDL-CHOLESTEROL- R1 4X27 ML- R2 4X9 ML,BIOCHEMISTRY,6.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6221,GLUCOSE- R1 4 X 53 ML- R2 4 X 27 ML,BIOCHEMISTRY,5.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,5.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,50.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6178,CREATININE- R1 4 X 51 ML- R2 4 X 51 ML,BIOCHEMISTRY,15.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6116,CHOLESTEROL 4 X 22.5 ML R1,BIOCHEMISTRY,4.0
2025-07-04,Teaching Hospital - Kurunagala,OSR61117,CALCIUM ARSENAZO- R1 4 X 29 ML,BIOCHEMISTRY,3.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6170,URINARY/CSF PROTEIN- R1 4X19 ML- CALIBRATOR 1X3 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,B64606,URINE CALIBRATOR,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,8.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,10.0
2025-07-04,Teaching Hospital - Kurunagala,ODR3021,SERUM PROTEIN MULTI CALIBRATOR (LEVEL 1-6) 1X2 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,00006799200,SAMPLE CUPS 0.5ML (1000/PK),COAGULATION,1.0
2025-07-04,Teaching Hospital - Kurunagala,MU919400,NA ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,MU919500,K ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,MU919700,REFERENCE ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66315,ISE LOW/HIGH URINE STANDARD,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6104,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,5.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6106,AMYLASE REAGENT- 4 X 40 ML,BIOCHEMISTRY,2.0
2025-07-04,Teaching Hospital - Kurunagala,OSR6102,ALB (ALBUMIN) REAGENT- 4 X 29 ML,BIOCHEMISTRY,5.0
2025-07-04,Teaching Hospital - Kurunagala,66300,SYSTEM CALIBRATOR- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66313,ISE NA+/K+ SELECTIVITY CHECK- 2 X 25 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66317,ISE LOW SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66316,ISE HIGH SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66314,ISE INTERNAL REFERENCE- 2 X 25 ML,BIOCHEMISTRY,1.0
2025-07-04,Teaching Hospital - Kurunagala,66319,ISE MID STANDARD- 4 X 2000 ML,BIOCHEMISTRY,15.0
2025-07-04,Teaching Hospital - Kurunagala,66320,ISE BUFFER- 4 X 2000 ML,BIOCHEMISTRY,12.0
