Quotation Expecting Day,Customer Name,Part Number,Product Name,Product Category,Quantity
2025-08-26,R.D.H.S - Jaffna,OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,4.0
2025-08-26,R.D.H.S - Jaffna,OSR6116,CHOLESTEROL 4 X 22.5 ML R1,BIOCHEMISTRY,2.0
2025-08-26,R.D.H.S - Jaffna,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,6.0
2025-08-26,R.D.H.S - Jaffna,OSR6121,GLUCOSE R1 4X25ML R2 4X12.5ML,BIOCHEMISTRY,4.0
2025-08-26,R.D.H.S - Jaffna,OSR6134,UREA- R1 4 X 25 ML- R2 4 X 25 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,OSR6132,TP (TOTAL PROTEIN) REAGENT- 4 X 25 ML & 4 X 25 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,OSR6187,HDL-CHOLESTEROL- R1 4X27 ML- R2 4X9 ML,BIOCHEMISTRY,2.0
2025-08-26,R.D.H.S - Jaffna,OSR6112,TBIL (TOTAL BILIRUBIN) REAGENT,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,66313,ISE NA+/K+ SELECTIVITY CHECK- 2 X 25 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0016,ITA CONTROL SERUM 3- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0015,ITA CONTROL SERUM 2- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0014,ITA CONTROL SERUM 1- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0005,HDL/LDL CHOLESTEROL CONTROL SERUM,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0004,CONTROL SERUM 2- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0003,CONTROL SERUM 1- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,66317,ISE LOW SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,66316,ISE HIGH SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,66300,SYSTEM CALIBRATOR- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODR3021,SERUM PROTEIN MULTI CALIBRATOR (LEVEL 1-6) 1X2 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,ODC0011,HDL-CHOLESTEROL CALIBRATOR- 2 X 3 ML,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,2.0
2025-08-26,University of Jaffna,A16792,WASH BUFFER II- ACCESS®- 4 BOTTLES- 1.9 L/BOTTLE,IMMUNOLOGY,2.0
2025-08-26,University of Jaffna,81906,SUBSTRATE- ACCESS®- 4 BOTTLES- 130 ML/BOTTLE,IMMUNOLOGY,4.0
2025-08-26,University of Jaffna,81910,SYSTEM CHECK SOLUTION,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,81904,WASTE BAGS- ACCESS®- 1 BOX- 20 BAGS/BOX,IMMUNOLOGY,4.0
2025-08-26,University of Jaffna,81901,REACTION/ALIQUOT VESSEL CARTRIDGES-1 BOX,IMMUNOLOGY,4.0
2025-08-26,University of Jaffna,81912,CITRANOX- 1 X 1 GALLON,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,81911,CONTRAD 70- 1.0 L,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,370,"Immunoassay Plus Control (Lyphochek), Trilevel – 12 x 5ml",BIOCHEMISTRY,1.0
2025-08-26,University of Jaffna,B63285,ACCESS TSH (3RD IS) CALIBRATORS,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,33025,FERRITIN CALIBRATORS (S0-S5)- 1 SET,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,33885,FREE T4 CALIBRATORS (S0-S5)- 1 SET,IMMUNOLOGY,1.0
2025-08-26,University of Jaffna,33020,FERRITIN- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-08-26,University of Jaffna,33880,FREE T4- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-08-26,University of Jaffna,B63284,ACCESS TSH (3RD IS) 2x100 DET,IMMUNOLOGY,6.0
2025-08-26,R.D.H.S - Jaffna,B63284,ACCESS TSH (3RD IS) 2x100 DET,IMMUNOLOGY,6.0
2025-08-26,R.D.H.S - Jaffna,33880,FREE T4- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-08-26,R.D.H.S - Jaffna,33020,FERRITIN- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-08-26,R.D.H.S - Jaffna,33885,FREE T4 CALIBRATORS (S0-S5)- 1 SET,IMMUNOLOGY,1.0
2025-08-26,R.D.H.S - Jaffna,33025,FERRITIN CALIBRATORS (S0-S5)- 1 SET,IMMUNOLOGY,1.0
2025-08-26,R.D.H.S - Jaffna,B63285,ACCESS TSH (3RD IS) CALIBRATORS,IMMUNOLOGY,1.0
2025-08-26,R.D.H.S - Jaffna,A16792,WASH BUFFER II- ACCESS®- 4 BOTTLES- 1.9 L/BOTTLE,IMMUNOLOGY,2.0
2025-08-26,R.D.H.S - Jaffna,81906,SUBSTRATE- ACCESS®- 4 BOTTLES- 130 ML/BOTTLE,IMMUNOLOGY,4.0
2025-08-26,R.D.H.S - Jaffna,81910,SYSTEM CHECK SOLUTION,IMMUNOLOGY,1.0
2025-08-26,R.D.H.S - Jaffna,81904,WASTE BAGS- ACCESS®- 1 BOX- 20 BAGS/BOX,IMMUNOLOGY,4.0
2025-08-26,R.D.H.S - Jaffna,370,"Immunoassay Plus Control (Lyphochek), Trilevel – 12 x 5ml",BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,81901,REACTION/ALIQUOT VESSEL CARTRIDGES-1 BOX,IMMUNOLOGY,4.0
2025-09-03,Teaching Hospital - Anuradhapura,20002400,EMULSION WASH-R ACL 9000-1L,COAGULATION,18.0
2025-09-03,Teaching Hospital - Anuradhapura,20006800,APTT RGT SYNTHASIL HEMOSIL,COAGULATION,3.0
2025-09-02,Base Hospital - Balapitiya,00024001418,CONTRIL 9 CONTROL MULTI-PAK 3X10X2 ML,BLOODGAS & ELECTROLYTE,1.0
2025-08-26,R.D.H.S - Jaffna,MU919600,CL ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,MU919500,K ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-08-26,R.D.H.S - Jaffna,MU919400,NA ELECTRODE AU480 ANALYZER,BIOCHEMISTRY,1.0
2025-09-08,General Hospital (Teaching) Jaffna,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,4.0
2025-02-05,R.D.H.S - Jaffna,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,9.0
2025-09-02,Provincial General Hospital - Rathnapura,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-09-17,Teaching Hospital - Anuradhapura,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,20.0
2025-09-16,Medical Research Institute ( MRI ),66300,SYSTEM CALIBRATOR- 20 X 5 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6198,URIC ACID REAGENT- 4 X 30 ML & 4 X 12.5 ML,BIOCHEMISTRY,3.0
2025-09-16,Medical Research Institute ( MRI ),ODC0016,ITA CONTROL SERUM 3- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),ODC0015,ITA CONTROL SERUM 2- 6 X 2 ML,BIOCHEMISTRY,2.0
2025-09-16,Medical Research Institute ( MRI ),ODC0014,ITA CONTROL SERUM 1- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),ODR3023,SERUM PROTEIN MULTI CALIBRATOR 2,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),ODR3021,SERUM PROTEIN MULTI CALIBRATOR (LEVEL 1-6) 1X2 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR61172,IGG-R1 4X22ML-R2 4X20ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),B38859,URINE/CSF ALBUMIN CALIBRATOR,BIOCHEMISTRY,2.0
2025-09-16,Medical Research Institute ( MRI ),B38858,URINE CSF ALBUMIN,BIOCHEMISTRY,6.0
2025-09-16,Medical Research Institute ( MRI ),OSR6170,URINARY/CSF PROTEIN- R1 4X19 ML- CALIBRATOR 1X3 ML,BIOCHEMISTRY,4.0
2025-09-16,Medical Research Institute ( MRI ),ODC0005,HDL/LDL CHOLESTEROL CONTROL SERUM,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),ODC0011,HDL-CHOLESTEROL CALIBRATOR- 2 X 3 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR61205,UIBC,BIOCHEMISTRY,6.0
2025-09-16,Medical Research Institute ( MRI ),OSR6186,IRON- R1 4 X 15 ML- R2 4 X 15 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6232,TP (TOTAL PROTEIN) REAGENT- 4 X 48 ML & 4 X 48 ML,BIOCHEMISTRY,4.0
2025-09-16,Medical Research Institute ( MRI ),OSR6104,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6102,ALB (ALBUMIN) REAGENT- 4 X 29 ML,BIOCHEMISTRY,3.0
2025-09-16,Medical Research Institute ( MRI ),OSR6134,UREA- R1 4 X 25 ML- R2 4 X 25 ML,BIOCHEMISTRY,2.0
2025-09-16,Medical Research Institute ( MRI ),OSR6212,TBIL (TOTAL BILIRUBIN) REA- 4 X 40 ML & 4 X 40 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6211,DIRECT BILIRUBIN- R1 4X20 ML- R2 4X20 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6164,CERULOPLASMIN,BIOCHEMISTRY,6.0
2025-09-16,Medical Research Institute ( MRI ),OSR6178,CREATININE- R1 4 X 51 ML- R2 4 X 51 ML,BIOCHEMISTRY,5.0
2025-09-16,Medical Research Institute ( MRI ),OSR6287,HDL-CHOLESTEROL R14X51.3 R2 4X17.1 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6279,CK (NAC)- R1-1 4X44 ML- R1-2 4X8 ML- R2 4X13 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6221,GLUCOSE- R1 4 X 53 ML- R2 4 X 27 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR6287,HDL-CHOLESTEROL R14X51.3 R2 4X17.1 ML,BIOCHEMISTRY,2.0
2025-09-16,Medical Research Institute ( MRI ),OSR6128,LDH- R1 4 X 40 ML- R2 4 X 20 ML,BIOCHEMISTRY,1.0
2025-09-16,Medical Research Institute ( MRI ),OSR61118,TRIG (TRIGLYCERIDES) REAGENT R1 4X50 ML R2 4X12.5ML,BIOCHEMISTRY,1.0
2025-09-17,Base Hospital - Tangalle,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,5.0
2025-09-16,Lady Ridgeway Hospital,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,2.0
2025-09-10,Base Hospital - Akkaraipattu,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-09-10,Base Hospital - Akkaraipattu,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-09-15,General Hospital (Teaching) Jaffna,24001587,GEM CVP GEM 3K 4X5X2.5ML MULTIPACK,BLOODGAS & ELECTROLYTE,1.0
2025-09-15,General Hospital (Teaching) Jaffna,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,4.0
2025-09-15,General Hospital (Teaching) Jaffna,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,4.0
2025-09-15,R.D.H.S - Mullaitivu,66319,ISE MID STANDARD- 4 X 2000 ML,BIOCHEMISTRY,1.0
2025-09-15,R.D.H.S - Mullaitivu,66320,ISE BUFFER- 4 X 2000 ML,BIOCHEMISTRY,1.0
2025-09-16,Base Hospital - Kuliyapitiya,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,10.0
2025-09-19,Medical Research Institute ( MRI ),OSR61172,IGG-R1 4X22ML-R2 4X20ML,BIOCHEMISTRY,1.0
2025-09-17,National Hospital of Sri Lanka,66318,ISE REFERENCE- 4 X 1000 ML,BIOCHEMISTRY,2.0
2025-09-17,National Hospital of Sri Lanka,OSR6121,GLUCOSE R1 4X25ML R2 4X12.5ML,BIOCHEMISTRY,2.0
2025-09-17,National Hospital of Sri Lanka,OSR61205,UIBC,BIOCHEMISTRY,2.0
2025-09-17,National Hospital of Sri Lanka,OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,8.0
2025-09-17,National Hospital of Sri Lanka,OSR6186,IRON- R1 4 X 15 ML- R2 4 X 15 ML,BIOCHEMISTRY,1.0
2025-09-17,National Hospital of Sri Lanka,OSR6212,TBIL (TOTAL BILIRUBIN) REA- 4 X 40 ML & 4 X 40 ML,BIOCHEMISTRY,2.0
2025-09-17,National Hospital of Sri Lanka,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,25.0
2025-09-17,National Hospital of Sri Lanka,OSR6006,AMYLASE REAGENT- 4 X 10 ML,BIOCHEMISTRY,3.0
2025-09-17,National Hospital of Sri Lanka,OSR6179,CK (NAC)- R1-1 4X22 ML- R1-2 4X4 ML- R2 4X6 ML,BIOCHEMISTRY,3.0
2025-09-17,National Hospital of Sri Lanka,OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,1.0
2025-09-17,National Hospital of Sri Lanka,OSR6104,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,1.0
2025-09-17,National Hospital of Sri Lanka,OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,10.0
2025-09-17,District General Hospital - Mulativu,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-09-17,District General Hospital - Mulativu,24001587,GEM CVP GEM 3K 4X5X2.5ML MULTIPACK,BLOODGAS & ELECTROLYTE,1.0
2025-09-17,General Sir John Kotalawala Defence Academy,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-09-17,Sirimavo Bandaranayake Children Hospital,A16792,WASH BUFFER II- ACCESS®- 4 BOTTLES- 1.9 L/BOTTLE,IMMUNOLOGY,9.0
2025-09-17,Sirimavo Bandaranayake Children Hospital,33885,FREE T4 CALIBRATORS (S0-S5)- 1 SET,IMMUNOLOGY,1.0
2025-09-17,Sirimavo Bandaranayake Children Hospital,B63285,ACCESS TSH (3RD IS) CALIBRATORS,IMMUNOLOGY,1.0
2025-09-17,Sirimavo Bandaranayake Children Hospital,B63284,ACCESS TSH (3RD IS) 2x100 DET,IMMUNOLOGY,6.0
2025-09-17,Sirimavo Bandaranayake Children Hospital,33880,FREE T4- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,5.0
2025-09-22,Teaching Hospital - Colombo North,OSR6134,UREA- R1 4 X 25 ML- R2 4 X 25 ML,BIOCHEMISTRY,2.0
2025-09-22,Teaching Hospital - Colombo North,OSR6211,DIRECT BILIRUBIN- R1 4X20 ML- R2 4X20 ML,BIOCHEMISTRY,2.0
2025-09-22,Teaching Hospital - Colombo North,OSR61204,CREATININE (ENZYMATIC) R1 4X45ML R2 4X15ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,OSR6106,AMYLASE REAGENT- 4 X 40 ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,B38859,URINE/CSF ALBUMIN CALIBRATOR,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,B38858,URINE CSF ALBUMIN,BIOCHEMISTRY,3.0
2025-09-22,Teaching Hospital - Colombo North,OSR6170,URINARY/CSF PROTEIN- R1 4X19 ML- CALIBRATOR 1X3 ML,BIOCHEMISTRY,2.0
2025-09-22,Teaching Hospital - Colombo North,ODC0016,ITA CONTROL SERUM 3- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,ODC0015,ITA CONTROL SERUM 2- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,ODC0014,ITA CONTROL SERUM 1- 6 X 2 ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,ODR3021,SERUM PROTEIN MULTI CALIBRATOR (LEVEL 1-6) 1X2 ML,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,5.0
2025-09-22,Teaching Hospital - Colombo North,OSR6020,GGT- R1 4 X 18 ML- R2 4 X 18 ML,BIOCHEMISTRY,2.0
2025-09-22,Teaching Hospital - Colombo North,OSR6212,TBIL (TOTAL BILIRUBIN) REA- 4 X 40 ML & 4 X 40 ML,BIOCHEMISTRY,2.0
2025-09-22,Teaching Hospital - Colombo North,OSR6109,AST (ASPARTATE AMINOTRANSFERASE) REAGENT R1 4X25ML/R2 4X25ML,BIOCHEMISTRY,3.0
2025-09-22,Teaching Hospital - Colombo North,OSR6107,ALT (ALANINE AMINOTRANSFERASE) IFCC REAGENT,BIOCHEMISTRY,3.0
2025-09-22,Teaching Hospital - Colombo North,OSR6104,ALP (ALKALINE PHOSPHATASE) REAGENT,BIOCHEMISTRY,1.0
2025-09-22,Teaching Hospital - Colombo North,OSR6102,ALB (ALBUMIN) REAGENT- 4 X 29 ML,BIOCHEMISTRY,2.0
2025-09-18,Teaching Hospital - Colombo North,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-09-18,Teaching Hospital - Colombo North,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,3.0
2025-09-18,Inushan Bandara,OSR6178,CREATININE- R1 4 X 51 ML- R2 4 X 51 ML,BIOCHEMISTRY,1.0
2025-09-22,General Hospital - Kalutara,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-09-22,Provincial General Hospital - Badulla,370,"Immunoassay Plus Control (Lyphochek), Trilevel – 12 x 5ml",BIOCHEMISTRY,4.0
2025-09-29,Base Hospital - Tellippalai,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,9.0
2025-09-29,Base Hospital - Tellippalai,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,12.0
2025-09-29,Base Hospital - Dambulla,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,2.0
2025-09-30,District General Hospital - Embilipitiya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-09-30,District General Hospital - Embilipitiya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-09-26,De Soysa Hospital for Women,20002400,EMULSION WASH-R ACL 9000-1L,COAGULATION,25.0
2025-09-29,Dr. Neville Fernando Teaching Hospital (NFTH),OSR6189,MAGNESIUM- R1 4 X 40 ML,BIOCHEMISTRY,1.0
2025-10-01,National Hospital of Sri Lanka,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,10.0
2025-10-01,National Hospital of Sri Lanka,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,10.0
2025-09-30,Medical Research Institute ( MRI ),OSR6221,GLUCOSE- R1 4 X 53 ML- R2 4 X 27 ML,BIOCHEMISTRY,1.0
2025-09-30,Medical Research Institute ( MRI ),OSR6198,URIC ACID REAGENT- 4 X 30 ML & 4 X 12.5 ML,BIOCHEMISTRY,1.0
2025-10-02,Asiri Hospital Kandy (Pvt) Ltd,OSR6186,IRON- R1 4 X 15 ML- R2 4 X 15 ML,BIOCHEMISTRY,1.0
2025-10-02,Asiri Hospital Kandy (Pvt) Ltd,66316,ISE HIGH SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-10-02,Asiri Hospital Kandy (Pvt) Ltd,OSR0001,WASH SOLUTION- 6 X 2 L,BIOCHEMISTRY,1.0
2025-10-02,Asiri Hospital Kandy (Pvt) Ltd,66317,ISE LOW SERUM STANDARD- 4 X 100 ML,BIOCHEMISTRY,1.0
2025-10-02,Asiri Hospital Kandy (Pvt) Ltd,66039,CLEANING SOLUTION- 6 X 450 ML,BIOCHEMISTRY,1.0
2025-10-14,Medical Research Institute ( MRI ),OSR61173,IGM-R1 4X14ML-R2 4X11ML,BIOCHEMISTRY,1.0
2025-10-14,Medical Research Institute ( MRI ),OSR61172,IGG-R1 4X22ML-R2 4X20ML,BIOCHEMISTRY,1.0
2025-10-14,Medical Research Institute ( MRI ),OSR61171,IGA-R1 4X14ML-R2 4X11ML,BIOCHEMISTRY,1.0
2025-10-14,Medical Research Institute ( MRI ),OSR6159,C3(COMPLEMENT 3),BIOCHEMISTRY,1.0
2025-10-07,Teaching Hospital - Peradeniya,81904,WASTE BAGS- ACCESS®- 1 BOX- 20 BAGS/BOX,IMMUNOLOGY,2.0
2025-10-07,Teaching Hospital - Peradeniya,386357,OV MONITOR 2X50 TESTS,IMMUNOLOGY,1.0
2025-10-07,Teaching Hospital - Peradeniya,33600,CORTISOL- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-10-07,Teaching Hospital - Peradeniya,37200,HYBRITECH® PSA- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,2.0
2025-10-07,Teaching Hospital - Peradeniya,33880,FREE T4- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,5.0
2025-10-07,Teaching Hospital - Peradeniya,81901,REACTION/ALIQUOT VESSEL CARTRIDGES-1 BOX,IMMUNOLOGY,6.0
2025-10-07,Teaching Hospital - Peradeniya,33530,PROLACTIN- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,1.0
2025-10-07,Teaching Hospital - Peradeniya,33020,FERRITIN- ACCESS®- 2 X 50 TESTS,IMMUNOLOGY,3.0
2025-10-07,Teaching Hospital - Peradeniya,33535,PROLACTIN CALIBRATORS (S0-S5) 1 SET,IMMUNOLOGY,1.0
2025-10-15,Teaching Hospital Colombo South,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,4.0
2025-10-15,Teaching Hospital Colombo South,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,12.0
2025-10-13,General Hospital - Kalutara,26307589,GEM 3/3.5K BG/ISE/GL075 TEST IQM PAK,BLOODGAS & ELECTROLYTE,2.0
2025-10-14,Lady Ridgeway Hospital,0009832700,CRITICAL CARE/HEMOSIL CLEANING AGENT 80ML,COAGULATION,5.0
2025-10-14,Lady Ridgeway Hospital,20302400,HEMOSIL RINSE SOLUTION 4L,COAGULATION,30.0
2025-10-14,Lady Ridgeway Hospital,9831700,CLEANING SOLUTION 500ML,COAGULATION,5.0
2025-10-13,R.D.H.S - Gampaha,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,1.0
2025-10-17,National Hospital of Sri Lanka,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,10.0
2025-10-15,General Sir John Kotalawala Defence Academy,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,3.0
2025-10-15,R.D.H.S - Mullaitivu,66319,ISE MID STANDARD- 4 X 2000 ML,BIOCHEMISTRY,1.0
2025-10-15,R.D.H.S - Mullaitivu,66320,ISE BUFFER- 4 X 2000 ML,BIOCHEMISTRY,1.0
2025-10-16,Teaching Hospital - Karapitiya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,2.0
2025-10-16,Teaching Hospital - Karapitiya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,8.0
2025-10-23,Base Hospital - Balapitiya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,5.0
2025-10-20,General Hospital (Teaching) Jaffna,24001587,GEM CVP GEM 3K 4X5X2.5ML MULTIPACK,BLOODGAS & ELECTROLYTE,1.0
2025-10-22,Castle Street Hospital for Women,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,6.0
2025-10-22,Teaching Hospital - Karapitiya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,5.0
2025-10-23,District General Hospital - Nuwara-Eliya,26330089,GEM 3/3.5K BG/ISE/GL 300 TEST IQM PAK,BLOODGAS & ELECTROLYTE,1.0
2025-10-23,District General Hospital - Nuwara-Eliya,8217000,HEPARIN CAPILLARIES (REF 105107) 2X100MM-100 PCS,BLOODGAS & ELECTROLYTE,1.0
2025-10-23,District General Hospital - Nuwara-Eliya,24001587,GEM CVP GEM 3K 4X5X2.5ML MULTIPACK,BLOODGAS & ELECTROLYTE,1.0
2025-10-23,District General Hospital - Nuwara-Eliya,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,1.0
2025-10-23,District General Hospital - Nuwara-Eliya,26315089,GEM 3/3.5K BG/ISE/GL150 TEST IQM PAK,BLOODGAS & ELECTROLYTE,1.0
2025-10-31,Base Hospital - Tangalle,5508-IL,PRINTER PAPER,LOCAL-PURCHASE,5.0
2025-10-27,Teaching Hospital - Anuradhapura,OSR6147,CRP- R1 4 X 14 ML- R2 4 X 6 ML,BIOCHEMISTRY,20.0
2025-10-27,Teaching Hospital - Anuradhapura,OSR6128,LDH- R1 4 X 40 ML- R2 4 X 20 ML,BIOCHEMISTRY,2.0
2025-10-27,Teaching Hospital - Anuradhapura,ODC0003,CONTROL SERUM 1- 20 X 5 ML,BIOCHEMISTRY,1.0
